incident_id,host,component,log_window,message_count,message_structure,label,reason,k0_sim,i0_sim,dev_feedback
29ce6bf5f7da,scaqah07adm02,multipathd,"multipathd: sdj: mark as failed
multipathd: sdh: mark as failed
multipathd: sdk: mark as failed
multipathd: sdn: mark as failed
multipathd: sdq: mark as failed
multipathd: sdt: mark as failed
multipathd: sdw: mark as failed
multipathd: sdi: mark as failed
multipathd: sdl: mark as failed
multipathd: sdo: mark as failed
multipathd: sdr: mark as failed
multipathd: sdu: mark as failed
multipathd: sdx: mark as failed
multipathd: sdm: mark as failed
multipathd: sdp: mark as failed
multipathd: sds: mark as failed
multipathd: sdv: mark as failed
multipathd: sdy: mark as failed",18,"multipathd: sdj: mark as failed
multipathd: sdh: mark as failed
multipathd: sdk: mark as failed
multipathd: sdn: mark as failed
multipathd: sdq: mark as failed
multipathd: sdt: mark as failed
multipathd: sdw: mark as failed
multipathd: sdi: mark as failed
multipathd: sdl: mark as failed
multipathd: sdo: mark as failed
multipathd: sdr: mark as failed
multipathd: sdu: mark as failed
multipathd: sdx: mark as failed
multipathd: sdm: mark as failed
multipathd: sdp: mark as failed
multipathd: sds: mark as failed
multipathd: sdv: mark as failed
multipathd: sdy: mark as failed",-1,needs-arbitration,0.3892107307910919,0.39032429456710815,
2d959315af4b,scaqah07celadm01 | scaz33adm01 | scaz33dv0101 | scaz33dv0102 | scaqah07adm07 | scaqah07celadm10 | scaqah07adm03vm01 | scaqah07celadm04 | scaqat10adm03 | scaqat10adm03vm01 | scaqat10adm03vm02 | scaqan01dv0301 | scaqan01dv0302 | scaqae03adm05vm01 | scaqae03celadm07 | scaqat10adm01 | scaqat02adm01vm03 | scaqat02adm01vm04 | scaqat02adm01vm05 | scaqat02adm01vm06 | scaqat02adm01vm07 | scaqat02adm01vm08 | scaqat02adm02vm01 | scaqat02adm02vm02,systemd,systemd: selinux-autorelabel.service: Failed with result 'signal'.,27,systemd: selinux-autorelabel.service: failed with result '<str>'.,-1,needs-arbitration,0.5908828973770142,0.5126495361328125,
5a15fbfe772a,scaqah07celadm01 | scaqah07celadm02 | scaqah07celadm03 | scacac02celadm12 | scacac02celadm13 | scacac02celadm14 | scaqat11celadm01 | scaqat11celadm02 | scaqat11celadm03 | scaqax01celadm05 | scaqax01celadm06 | scaqax01celadm07 | scaqax01celadm08 | scaqax01celadm09 | scaqax01celadm10 | scaqat10celadm04 | scaqat10celadm05 | scaqat10celadm06 | scaqan01celadm04 | scaqan01celadm05 | scaqan01celadm06 | scaqae03celadm08 | scaqae03celadm09 | scaqat10celadm01 | scaqat10celadm02 | scaqat10celadm03,journal,"journal: dracut[970608]     microcode_ctl: kernel version ""5.15.0-313.189.5.el8uek.x86_64"" failed early load check for ""intel-06-4e-03"", skipping
journal: dracut[970608]     microcode_ctl: kernel version ""5.15.0-313.189.5.el8uek.x86_64"" failed early load check for ""intel-06-8e-9e-0x-0xca"", skipping",58,"journal: dracut[<num>] microcode_ctl: kernel version ""<str>"" failed early load check for ""<str>"", skipping",-1,needs-arbitration,0.41187044978141785,0.4793972074985504,
82d503a2bc26,scaqah07celadm03 | scacac02celadm12 | scacac02celadm13 | scacac02celadm14 | scaqat11celadm01 | scaqat11celadm02 | scaqat11celadm03 | scaqax01celadm05 | scaqax01celadm06 | scaqax01celadm07 | scaqax01celadm08 | scaqax01celadm09 | scaqax01celadm10 | scaqat10celadm04 | scaqat10celadm05 | scaqat10celadm06 | scaqan01celadm04 | scaqan01celadm05 | scaqan01celadm06 | scaqar02celadm10 | scaqar02celadm11 | scaqar02celadm12 | scaqat10celadm01 | scaqat10celadm02 | scaqat10celadm03,rpc.statd,"rpc.statd: Failed to access local netconfig database: Netconfig database not found
rpc.statd: failed to create RPC listeners, exiting",56,"rpc.statd: failed to access local netconfig database: netconfig database not found
rpc.statd: failed to create rpc listeners, exiting",-1,needs-arbitration,0.41752612590789795,0.42229270935058594,
af8b117fa35e,scacac02celadm12 | scacac02celadm13 | scacac02celadm14 | scaqan16celadm07 | scaqan16celadm08 | scaqan16celadm09 | scaqap01celadm07 | scaqap01celadm08 | scaqap01celadm09 | scacac04celadm07 | scacac04celadm08 | scacac04celadm09 | scaqah07celadm07 | scaqah07celadm08 | scaqah07celadm09 | scaqat11celadm01 | scaqat11celadm02 | scaqat11celadm03 | scaqax01celadm05 | scaqax01celadm06 | scaqax01celadm07 | scaqax01celadm08 | scaqax01celadm09 | scaqax01celadm10 | scaqat17celadm07 | scaqat17celadm08 | scaqat17celadm09 | scaqai10celadm09 | scaqai10celadm10 | scaqai10celadm11 | scaqat10celadm04 | scaqat10celadm05 | scaqat10celadm06 | scaqaj01celadm15 | scaqaj01celadm16 | scaqaj01celadm17 | scaqan01celadm04 | scaqan01celadm05 | scaqan01celadm06 | scaqaw03celadm04 | scaqaw03celadm05 | scaqaw03celadm06 | scaqaw03celadm07 | scaqai03celadm09 | scaqai03celadm10 | scaqai03celadm11 | scaqar02celadm10 | scaqar02celadm11 | scaqar02celadm12 | scaqat10v6celadm04 | scaqat10v6celadm05 | scaqat10v6celadm06 | scaqat10celadm01 | scaqat10celadm02 | scaqat10celadm03 | scaqae12celadm04 | scaqae12celadm05 | scaqae12celadm06 | scaqaw14celadm01 | scaqaw14celadm02 | scaqaw14celadm03 | scaqaw14celadm04 | scaqaw14celadm05 | scaqaw14celadm06 | scaqat02celadm01 | scaqat02celadm02 | scaqat02celadm03 | scaqap19v6celadm01 | scaqap19v6celadm02 | scaqap19v6celadm03 | scaqap19v6celadm04 | scaqap19v6celadm05 | scaqap19v6celadm06,dbus-daemon,"dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.
dbus-daemon: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.",703,dbus-daemon: [system] activation via systemd failed for unit '<str>': unit dbus-org.freedesktop.nm-dispatcher.service not found.,-1,needs-arbitration,0.5836106538772583,0.5341974496841431,
8e042c5ea72f,scacac02celadm12 | scacac02celadm13 | scacac02celadm14 | scacac04celadm07 | scacac04celadm08 | scacac04celadm09 | scaqap19v6celadm01 | scaqap19v6celadm02 | scaqap19v6celadm03 | scaqap19v6celadm04 | scaqap19v6celadm05 | scaqap19v6celadm06,kernel,"kernel: mlx5_core 0000:b1:00.0: mlx5_cmd_out_err:808:(pid 7598): INIT2RTR_QP(0x503) op_mod(0x0) failed, status bad parameter(0x3), syndrome (0x29e0df), err(-22)
kernel: RDS/IB: Failed to setup fastreg resources",70,"kernel: mlx<num>_core <num>:b<num>:<num>.<num>: mlx<num>_cmd_out_err:<num>:(pid <num>): init<num>rtr_qp(<hex>) op_mod(<hex>) failed, status bad parameter(<hex>), syndrome (<hex>), err(-<num>)
kernel: rds/ib: failed to setup fastreg resources",-1,needs-arbitration,0.5143024921417236,0.6467756032943726,
145e67d310e7,scaz33adm01 | scaz33adm02 | scaqar06adm05 | scaqar06adm06 | scacad02adm14 | scacad03adm14 | scaqat11adm01 | scaqat11adm02 | scaqax01adm04 | scaqax01adm05 | scaqax01adm06 | scaqat10adm03 | scaqat10adm04 | scaqan01adm03 | scaqan01adm04 | scaqap19v6adm01 | scaqap19v6adm02 | scaqap19v6adm03 | scaqap19v6adm03vm01 | scaqap19v6adm04 | scaqap19v6adm04vm02,systemd,"systemd: chrony-wait.service: Failed with result 'timeout'.
systemd: Failed to start Wait for chrony to synchronize system clock.",52,"systemd: chrony-wait.service: failed with result '<str>'.
systemd: failed to start wait for chrony to synchronize system clock.",-1,needs-arbitration,0.4671139419078827,0.4633690118789673,
8ff2ff9bd807,scaz33adm01 | scaz33dv0201 | scacad03dv1402 | scaqan01adm03 | scaqan01adm04 | scaqan01dv0401 | scaqan01dv0402,systemd,"systemd: uptrack.service: Failed with result 'exit-code'.
systemd: Failed to start Apply Ksplice updates.",18,"systemd: uptrack.service: failed with result '<str>'.
systemd: failed to start apply ksplice updates.",-1,needs-arbitration,0.4629804491996765,0.4956534504890442,
5d3694a7a74b,scaz33adm01 | scaz33adm02 | scaqar06adm05 | scaqar06adm06 | scaqat11adm01 | scaqat11adm02 | scaqax01adm04 | scaqax01adm05 | scaqax01adm06 | scaqat10adm03 | scaqat10adm04 | scaqan01adm03 | scaqan01adm04,kernel,kernel: XFS (dm-10): last sector read failed,17,kernel: xfs (dm-<num>): last sector read failed,-1,needs-arbitration,0.35894256830215454,0.36725297570228577,
5cf5c103faaa,scaz33adm01 | scaz33dv0201 | scacad03dv1402 | scaqan01adm03 | scaqan01adm04 | scaqan01dv0401 | scaqan01dv0402,uptrack-upgrade,uptrack-upgrade: The following actions failed:,9,uptrack-upgrade: the following actions failed:,-1,needs-arbitration,0.426295667886734,0.4188968539237976,
