incident_id,host,component,label,confidence,reason,evidence,additional_sources,log_window,dev_feedback,message_count,message_structure,k0_sim,i0_sim
8b925b33af41,scaqar06dv0501 | scaqar06dv0502 | scaqar06dv0503 | scaqar06dv0504,systemd,1,0.9,"Severity Assessment: Critical. This incident involves systemd, a core system initialization and service management component, where multiple critical mount points and dependencies have failed to start due to timeout and dependency issues. The log window indicates failures for essential filesystem mounts such as /tmp, /var/log/audit, /crashfiles, and swap, which are fundamental for system operation and stability. The likely technical root cause is a misconfiguration in the fstab or systemd unit files, or a failure to detect the labeled disk devices, possibly due to underlying storage or labeling issues. These failures can severely impact system reliability and availability, as missing mounts like /tmp can disrupt application functionality, and swap failures can lead to memory management issues under load. The behavior could potentially be reproduced by simulating a storage device detection failure or by intentionally misconfiguring disk labels or mount dependencies during boot. Recommended resolution steps include verifying the disk labels using blkid, checking fstab entries for correctness, inspecting systemd unit files for dependency errors, and reviewing storage connectivity or multipath configurations. Supporting evidence comes from known systemd behavior where device timeouts cascade into dependency failures, often documented in Oracle Linux and Red Hat troubleshooting guides for boot failures.

[Note: reason had fewer than 5 required sentences.]",https://docs.oracle.com/en/operating-systems/oracle-linux/,https://www.freedesktop.org/wiki/Software/systemd/ - Official systemd documentation for dependency and mount issues;https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/ - RHEL systemd troubleshooting guide;https://man7.org/linux/man-pages/man5/fstab.5.html - fstab configuration reference,"systemd: Dependency failed for /tmp.
systemd: Dependency failed for Remote File Systems.
systemd: remote-fs.target: Job remote-fs.target/start failed with result 'dependency'.
systemd: tmp.mount: Job tmp.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-TMP.device: Job dev-disk-by\x2dlabel-TMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /var/log/audit.
systemd: var-log-audit.mount: Job var-log-audit.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-AUDIT.device: Job dev-disk-by\x2dlabel-AUDIT.device/start failed with result 'timeout'.
systemd: Dependency failed for /crashfiles.
systemd: crashfiles.mount: Job crashfiles.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-KDUMP.device: Job dev-disk-by\x2dlabel-KDUMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /dev/disk/by-label/SWAP.
systemd: Dependency failed for Swap.
systemd: swap.target: Job swap.target/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-SWAP.swap: Job dev-disk-by\x2dlabel-SWAP.swap/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-SWAP.device: Job dev-disk-by\x2dlabel-SWAP.device/start failed with result 'timeout'.",nan,64,"systemd: dependency failed for /tmp.
systemd: dependency failed for remote file systems.
systemd: remote-fs.target: job remote-fs.target/start failed with result '<str>'.
systemd: tmp.mount: job tmp.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-tmp.device: job dev-disk-by\x<num>dlabel-tmp.device/start failed with result '<str>'.
systemd: dependency failed for /var/log/audit.
systemd: var-log-audit.mount: job var-log-audit.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-audit.device: job dev-disk-by\x<num>dlabel-audit.device/start failed with result '<str>'.
systemd: dependency failed for /crashfiles.
systemd: crashfiles.mount: job crashfiles.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-kdump.device: job dev-disk-by\x<num>dlabel-kdump.device/start failed with result '<str>'.
systemd: dependency failed for /dev/disk/by-label/swap.
systemd: dependency failed for swap.
systemd: swap.target: job swap.target/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-swap.swap: job dev-disk-by\x<num>dlabel-swap.swap/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-swap.device: job dev-disk-by\x<num>dlabel-swap.device/start failed with result '<str>'.",0.5523337125778198,0.5423481464385986
e3d4bd71fd37,scaqar06dv0503 | scaqar06dv0603 | scaqar06dv0604,systemd,1,0.85,"Severity Assessment: Critical. The incident involves the systemd component, specifically the iscsi.service, which is responsible for managing iSCSI device login and scanning in an Exadata/Exascale environment. The failure of this service with a 'start-limit-hit' result indicates a systemic issue, likely due to repeated unsuccessful attempts to start the service, pointing to a misconfiguration or underlying connectivity problem with iSCSI targets. This failure can severely impact storage availability, as iSCSI devices may not be accessible for database or application operations, directly affecting system reliability. Reproduction of this issue could likely be achieved by simulating a network disruption or misconfiguring iSCSI target parameters to force repeated start failures. The recommended resolution involves checking the iSCSI configuration files for errors, verifying network connectivity to the storage targets, and reviewing systemd service limits for potential adjustments. Supporting evidence for criticality comes from known systemd behaviors where 'start-limit-hit' often correlates with persistent environmental issues, as documented in Oracle Linux and systemd upstream resources.

[Note: reason had fewer than 5 required sentences.]",https://docs.oracle.com/en/operating-systems/oracle-linux/,https://www.freedesktop.org/wiki/Software/systemd/ - Official systemd documentation on service failures;https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/ - Reference for systemd troubleshooting;https://man7.org/linux/man-pages/man5/systemd.service.5.html - Man page for systemd service configuration,"systemd: iscsi.service: Failed with result 'start-limit-hit'.
systemd: Failed to start Login and scanning of iSCSI devices.",nan,6,"systemd: iscsi.service: failed with result '<str>'.
systemd: failed to start login and scanning of iscsi devices.",0.4991604387760162,0.6253443956375122
61a9f84c17f3,scaqar06dv0601 | scaqar06dv0602 | scaqar06dv0603 | scaqar06dv0604,systemd,1,0.9,"Severity Assessment: Critical. This incident involves systemd, a core system initialization and service management component, failing to start multiple critical mount points and swap targets due to dependency and timeout issues. The root cause appears to be a failure in detecting or accessing labeled disk devices (SWAP, KDUMP, TMP, AUDIT) as evidenced by the repeated 'timeout' results in the log window, likely due to misconfiguration of fstab entries, missing disk labels, or underlying storage accessibility issues. The impact on Exadata/Exascale reliability is severe, as failure to mount essential filesystems like /tmp, /var/log/audit, and swap space can lead to system instability, impaired logging, and inability to handle memory pressure or crash dump collection. This behavior could be reproduced by intentionally mislabeling disks or simulating storage device unavailability during boot. Resolution steps include verifying disk labels using blkid, checking fstab for correct entries, and ensuring storage devices are accessible during early boot via systemd or kernel logs. Supporting evidence includes known systemd behavior where device timeouts cascade into dependency failures, often documented in Oracle Linux and systemd upstream resources as critical boot failures requiring immediate attention.

[Note: reason had fewer than 5 required sentences.]",https://docs.oracle.com/en/operating-systems/oracle-linux/,https://www.freedesktop.org/wiki/Software/systemd/ - Official systemd documentation on dependency failures;https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/ - RHEL systemd troubleshooting guide;https://man7.org/linux/man-pages/man5/fstab.5.html - fstab configuration reference,"systemd: Dependency failed for /dev/disk/by-label/SWAP.
systemd: Dependency failed for Swap.
systemd: swap.target: Job swap.target/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-SWAP.swap: Job dev-disk-by\x2dlabel-SWAP.swap/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-SWAP.device: Job dev-disk-by\x2dlabel-SWAP.device/start failed with result 'timeout'.
systemd: Dependency failed for /crashfiles.
systemd: Dependency failed for Remote File Systems.
systemd: remote-fs.target: Job remote-fs.target/start failed with result 'dependency'.
systemd: crashfiles.mount: Job crashfiles.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-KDUMP.device: Job dev-disk-by\x2dlabel-KDUMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /tmp.
systemd: tmp.mount: Job tmp.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-TMP.device: Job dev-disk-by\x2dlabel-TMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /var/log/audit.
systemd: var-log-audit.mount: Job var-log-audit.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-AUDIT.device: Job dev-disk-by\x2dlabel-AUDIT.device/start failed with result 'timeout'.",nan,64,"systemd: dependency failed for /dev/disk/by-label/swap.
systemd: dependency failed for swap.
systemd: swap.target: job swap.target/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-swap.swap: job dev-disk-by\x<num>dlabel-swap.swap/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-swap.device: job dev-disk-by\x<num>dlabel-swap.device/start failed with result '<str>'.
systemd: dependency failed for /crashfiles.
systemd: dependency failed for remote file systems.
systemd: remote-fs.target: job remote-fs.target/start failed with result '<str>'.
systemd: crashfiles.mount: job crashfiles.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-kdump.device: job dev-disk-by\x<num>dlabel-kdump.device/start failed with result '<str>'.
systemd: dependency failed for /tmp.
systemd: tmp.mount: job tmp.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-tmp.device: job dev-disk-by\x<num>dlabel-tmp.device/start failed with result '<str>'.
systemd: dependency failed for /var/log/audit.
systemd: var-log-audit.mount: job var-log-audit.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-audit.device: job dev-disk-by\x<num>dlabel-audit.device/start failed with result '<str>'.",0.4977244734764099,0.4545581340789795
69cf33c093ea,scaqah07adm07,kernel,0,0.85,"Severity Assessment: Non-Critical. The incident involves the kernel component with specific errors related to the Broadcom NetXtreme (bnxt_en) driver failing to initialize Precision Time Protocol (PTP) on multiple network interfaces. This issue typically arises due to hardware or firmware limitations on the network card, or a lack of kernel module support for PTP on the specific Broadcom chipset in use. The impact on Exadata/Exascale reliability or availability is minimal, as PTP initialization failure generally affects only time synchronization features and not core network functionality or database operations. Reproduction of this behavior can likely be achieved by booting the system with the affected Broadcom NICs installed and observing the kernel logs during driver initialization. The recommended resolution is to verify if PTP is required for the environment; if not, the error can be safely ignored, or alternatively, update the firmware or kernel modules if PTP support is needed. Supporting evidence includes known behavior of bnxt_en drivers in Oracle Linux and Unbreakable Enterprise Kernel environments, where PTP failures are often benign unless specific timing protocols are in use.

[Note: reason had fewer than 5 required sentences.]",https://docs.oracle.com/en/operating-systems/uek/,https://www.kernel.org/doc/html/latest/networking/device_drivers/ethernet/broadcom/bnxt.html - Broadcom bnxt_en driver documentation;https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/8/html/configuring_and_managing_networking/using-ptp - PTP configuration notes,"kernel: bnxt_en 0000:18:00.0 (unnamed net_device) (uninitialized): PTP initialization failed.
kernel: bnxt_en 0000:18:00.1 (unnamed net_device) (uninitialized): PTP initialization failed.
kernel: bnxt_en 0000:af:00.0 (unnamed net_device) (uninitialized): PTP initialization failed.
kernel: bnxt_en 0000:af:00.1 (unnamed net_device) (uninitialized): PTP initialization failed.",nan,12,"kernel: bnxt_en <num>:<num>:<num>.<num> (unnamed net_device) (uninitialized): ptp initialization failed.
kernel: bnxt_en <num>:af:<num>.<num> (unnamed net_device) (uninitialized): ptp initialization failed.",0.4764037430286407,0.4780938625335693
c4aaa6273e04,scacac04celadm07 | scacac04celadm08 | scacac04celadm09,celld,1,0.9,"Severity Assessment: Critical. The incident pertains to the 'celld' component, a core Exadata service responsible for managing cell operations and communication. The error message indicates a failure in starting CELLSRV services due to the absence of a configured cell interconnect, which is essential for communication between storage cells and database nodes. This misconfiguration likely stems from an incomplete or incorrect setup during the 'CREATE CELL' or 'ALTER CELL' command execution, where the INTERCONNECT1 parameter was not defined with a valid network interface. The impact on Exadata reliability and availability is severe, as the lack of interconnect configuration prevents the cell from functioning within the cluster, potentially leading to storage access failures or complete service unavailability. This behavior can likely be reproduced by attempting to start CELLSRV on a cell where interconnect parameters are not set in the configuration. The recommended resolution is to update the cell configuration using the 'ALTER CELL' command to specify a valid network interface for INTERCONNECT1 and then restart the CELLSRV services. Supporting evidence comes from Oracle Exadata documentation, which mandates interconnect configuration for proper cell operation, and similar issues have been documented in My Oracle Support notes for misconfigured Exadata environments. This incident involves an Exadata/Exascale-specific component and should be reviewed by development for confirmation or deeper triage.

[Note: reason had fewer than 5 required sentences.]",https://support.oracle.com/,https://docs.oracle.com/en/engineered-systems/exadata-database-machine/ - Official Exadata documentation on cell configuration;https://blogs.oracle.com/exadata/ - Insights on common Exadata configuration issues;https://community.oracle.com/ - Community discussions on CELLSRV startup errors,celld: CELL-00201: CELLSRV services STARTUP failed. Error: CELL-01568: Cell interconnect is not configured. At least one cell interconnect must be configured by setting INTERCONNECT1=<interface> in the CREATE CELL or ALTER CELL command.,nan,3,celld: cell-<num>: cellsrv services startup failed. error: cell-<num>: cell interconnect is not configured. at least one cell interconnect must be configured by setting interconnect<num>=<interface> in the create cell or alter cell command.,0.6137160658836365,0.3535120487213135
770aae2eca8a,scacad02adm14,systemd,0,0.85,"Severity Assessment: Non-Critical. This incident involves the systemd component, specifically related to a failure in deactivating a swap device labeled as SWAP. The likely technical root cause appears to be a transient error or misconfiguration in the swap device setup, possibly due to incorrect labeling or an issue with the underlying disk path that systemd is attempting to manage. The impact on Exadata/Exascale reliability or availability is minimal, as swap deactivation failures typically do not disrupt core database or storage services unless swap is critically relied upon for memory management under heavy load, which is uncommon in optimized Exadata environments. Reproducing this behavior could involve intentionally misconfiguring the swap device label or simulating a disk path failure during a system shutdown or service restart. The recommended resolution is to verify the swap configuration in /etc/fstab and ensure the disk label matches the expected value, potentially re-labeling the swap partition if necessary. Supporting evidence for this assessment comes from systemd documentation and Oracle Linux contexts, where such errors are often logged during shutdown or service management but do not indicate a systemic failure unless accompanied by other critical errors.

[Note: reason had fewer than 5 required sentences.]",https://www.freedesktop.org/wiki/Software/systemd/,https://docs.oracle.com/en/operating-systems/oracle-linux/ - Oracle Linux systemd configurations;https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/ - RHEL systemd troubleshooting;https://man7.org/linux/man-pages/man8/systemd.8.html - systemd man page for service management,"systemd: Failed deactivating swap /dev/disk/by-label/SWAP.
systemd: dev-disk-by\x2dlabel-SWAP.swap: Failed with result 'exit-code'.",nan,2,"systemd: failed deactivating swap /dev/disk/by-label/swap.
systemd: dev-disk-by\x<num>dlabel-swap.swap: failed with result '<str>'.",0.4712275564670563,0.450457900762558
c9721258a678,scacad02adm14 | scaqan01adm07 | scaqaw03adm04 | scaqat10celadm03,systemd,-1,0.0,arbiter_skipped:max_calls_reached,,,"systemd: systemd-logind.service: Failed with result 'timeout'.
systemd: Failed to start Login Service.",nan,8,"systemd: systemd-logind.service: failed with result '<str>'.
systemd: failed to start login service.",0.5921179056167603,0.5958254933357239
14040a320e50,scacad02adm14 | scacad03adm14,exachkcfg,-1,0.0,arbiter_skipped:max_calls_reached,,,exachkcfg: Nov 05 04:59:29 scacad02adm14.us.oracle.com sshd[39501]: error: Bind to port 22 on 10.32.238.108 failed: Cannot assign requested address.,nan,2,exachkcfg: nov <num> <time> scacad<num>adm<num>.us.oracle.com sshd[<num>]: error: bind to port <num> on <ip> failed: cannot assign requested address.,0.4126179218292236,0.3914417922496795
8151415f2ae3,scacad02dv1401 | scaqan01dv0601m | scaqaw03adm03vm02 | scaqaw03adm04vm04 | scaqaw03adm04vm06,kernel,-1,0.0,arbiter_skipped:max_calls_reached,,,kernel: sd 6:0:0:4: [sde] Synchronize Cache(10) failed: Result: hostbyte=DID_OK driverbyte=DRIVER_OK,nan,5,kernel: sd <num>:<num>:<num>:<num>: [sde] synchronize cache(<num>) failed: result: hostbyte=did_ok driverbyte=driver_ok,0.3644385933876037,0.4298155307769775
b89abf8d352b,scacad02dv1401 | scacad02dv1402,systemd,-1,0.0,arbiter_skipped:max_calls_reached,,,"systemd: Dependency failed for /tmp.
systemd: Dependency failed for Remote File Systems.
systemd: remote-fs.target: Job remote-fs.target/start failed with result 'dependency'.
systemd: tmp.mount: Job tmp.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-TMP.device: Job dev-disk-by\x2dlabel-TMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /dev/disk/by-label/SWAP.
systemd: Dependency failed for Swap.
systemd: swap.target: Job swap.target/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-SWAP.swap: Job dev-disk-by\x2dlabel-SWAP.swap/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-SWAP.device: Job dev-disk-by\x2dlabel-SWAP.device/start failed with result 'timeout'.
systemd: Dependency failed for /crashfiles.
systemd: crashfiles.mount: Job crashfiles.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-KDUMP.device: Job dev-disk-by\x2dlabel-KDUMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /var/log/audit.
systemd: var-log-audit.mount: Job var-log-audit.mount/start failed with result 'dependency'.
systemd: dev-disk-by\x2dlabel-AUDIT.device: Job dev-disk-by\x2dlabel-AUDIT.device/start failed with result 'timeout'.
systemd: kdump.service: Failed with result 'exit-code'.
systemd: Failed to start Crash recovery kernel arming.",nan,36,"systemd: dependency failed for /tmp.
systemd: dependency failed for remote file systems.
systemd: remote-fs.target: job remote-fs.target/start failed with result '<str>'.
systemd: tmp.mount: job tmp.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-tmp.device: job dev-disk-by\x<num>dlabel-tmp.device/start failed with result '<str>'.
systemd: dependency failed for /dev/disk/by-label/swap.
systemd: dependency failed for swap.
systemd: swap.target: job swap.target/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-swap.swap: job dev-disk-by\x<num>dlabel-swap.swap/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-swap.device: job dev-disk-by\x<num>dlabel-swap.device/start failed with result '<str>'.
systemd: dependency failed for /crashfiles.
systemd: crashfiles.mount: job crashfiles.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-kdump.device: job dev-disk-by\x<num>dlabel-kdump.device/start failed with result '<str>'.
systemd: dependency failed for /var/log/audit.
systemd: var-log-audit.mount: job var-log-audit.mount/start failed with result '<str>'.
systemd: dev-disk-by\x<num>dlabel-audit.device: job dev-disk-by\x<num>dlabel-audit.device/start failed with result '<str>'.
systemd: kdump.service: failed with result '<str>'.
systemd: failed to start crash recovery kernel arming.",0.4705104529857635,0.4527541995048523
d59d0d82925f,scacad02dv1401 | scacad02dv1402 | scacad03dv1401 | scacad03dv1402 | scaqaw03adm04vm04,nm-dispatcher,-1,0.0,arbiter_skipped:max_calls_reached,,,"nm-dispatcher: req:11 'up' [clre0], ""/etc/NetworkManager/dispatcher.d/99-rdmaip"": complete: failed with Script '/etc/NetworkManager/dispatcher.d/99-rdmaip' killed by signal 10.",nan,5,"nm-dispatcher: req:<num> '<str>' [clre<num>], ""<str>"": complete: failed with script '<str>' killed by signal <num>.",0.5965865254402161,0.4717694520950317
ce29f72503dd,scacad02dv1401 | scaqaw03adm04vm07 | scaqaw03adm04vm08 | scaqat10v6adm03vm01 | scaqat10v6adm03vm02,multipathd,-1,0.0,arbiter_skipped:max_calls_reached,,,"multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdh state 2 dmstate 2",nan,160,"multipathd: sync_map_state: failing sdg state <num> dmstate <num>
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdr state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>
multipathd: sync_map_state: failing sdi state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdq state <num> dmstate <num>
multipathd: sync_map_state: failing sds state <num> dmstate <num>
multipathd: sync_map_state: failing sdh state <num> dmstate <num>",0.2855128943920135,0.2939801514148712
e99d9ee5b3fb,scacad02dv1402 | scacad03dv1401 | scacad03dv1402 | scaqan01dv0501m | scaqan01dv0502m | scaqan01dv0701m | scaqan01dv0702m | scaqan01dv0801m | scaqan01dv0804m | scaqaw03adm03vm04 | scaqat10v6adm04vm03 | scaqap19v6adm01vm02 | scaqap19v6adm04vm02,kernel,-1,0.0,arbiter_skipped:max_calls_reached,,,kernel: sd 6:0:0:5: [sdc] Synchronize Cache(10) failed: Result: hostbyte=DID_OK driverbyte=DRIVER_OK,nan,14,kernel: sd <num>:<num>:<num>:<num>: [sdc] synchronize cache(<num>) failed: result: hostbyte=did_ok driverbyte=driver_ok,0.366584837436676,0.4386878311634063
44ff706f2df9,scacad02dv1402,systemd-logind,-1,0.0,arbiter_skipped:max_calls_reached,,,"systemd-logind: Failed to start session scope session-199.scope: Transaction for session-199.scope/start is destructive (user-0.slice has 'stop' job queued, but 'start' is included in transaction).
systemd-logind: Failed to start session scope session-c73.scope: Transaction for session-c73.scope/start is destructive (user.slice has 'stop' job queued, but 'start' is included in transaction).",nan,2,"systemd-logind: failed to start session scope session-<num>.scope: transaction for session-<num>.scope/start is destructive (user-<num>.slice has '<str>' job queued, but '<str>' is included in transaction).
systemd-logind: failed to start session scope session-c<num>.scope: transaction for session-c<num>.scope/start is destructive (user.slice has '<str>' job queued, but '<str>' is included in transaction).",0.5140235424041748,0.506618320941925
5cf69c2815d7,scacad02dv1402,multipathd,-1,0.0,arbiter_skipped:max_calls_reached,,,"multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdg: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sdj: mark as failed
multipathd: sdf: mark as failed
multipathd: sdh: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sds: mark as failed
multipathd: sdu: mark as failed",nan,16,"multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdg: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sdj: mark as failed
multipathd: sdf: mark as failed
multipathd: sdh: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sds: mark as failed
multipathd: sdu: mark as failed",0.3931887149810791,0.3869494199752807
00f10e6ee916,scacad02dv1402,multipathd,-1,0.0,arbiter_skipped:max_calls_reached,,,"multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdh state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdh state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdu state 2 dmstate 2",nan,32,"multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdn state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdh state <num> dmstate <num>
multipathd: sync_map_state: failing sdi state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdq state <num> dmstate <num>
multipathd: sync_map_state: failing sdg state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>
multipathd: sync_map_state: failing sdu state <num> dmstate <num>",0.2970614433288574,0.2979137301445007
