incident_id,host,component,log_window,label,confidence,reason,evidence,llm_status,llm_label,llm_reason
8169b201,scaqat02celadm01,kernel,"""Jul 27 17:58:50 scaqat02celadm01 kernel: mlx5_core 0000:21:00.0: mlx5_cmd_out_err:808:(pid 10664): INIT2RTR_QP(0x503) op_mod(0x0) failed, status bad parameter(0x3), syndrome (0x29e0df), err(-22)""
""Jul 27 17:58:50 scaqat02celadm01 kernel: RDS/IB: Failed to setup fastreg resources""",-1,0.3627,novel-or-ambiguous,,novel,-1,"The error indicates a failure in the mlx5 command with a bad parameter, which may require further investigation."
b967475b,scaqat02celadm01,kernel,"""Jul 27 20:54:33 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.83,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:33 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.84,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:33 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.84,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:34 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.83,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:35 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.50,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:37 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.81,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:39 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.49,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:39 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.48,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:39 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.49,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:39 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.48,0> stalling for more than 1 min...(drops=10 err=0)""",0,0.8087,ignore-emb-match,IGN-37748526,,,
8a7f26d4,scaqat02celadm01,kernel,"""Jul 27 20:54:42 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.49,6> stalling for more than 1 min...(drops=9 err=0)""
""Jul 27 20:54:44 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.117,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:44 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.117,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:46 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.147,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:46 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.148,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:47 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.116,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:47 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.116,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:48 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.148,2> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:48 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.148,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:49 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.147,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:51 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.115,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:52 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.114,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:52 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.114,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:52 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.115,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:54 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.114,6> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:54 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.114,1> stalling for more than 1 min...(drops=14 err=0)""",0,0.809,ignore-emb-match,IGN-37748526,,,
c9cba1bd,scaqat02celadm01,kernel,"""Jul 27 20:55:05 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.149,0> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.150,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:55:06 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.52,::ffff:192.197.252.150,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:55:06 scaqat02celadm01 kernel: RDS/IB: re-connect <::ffff:192.197.252.53,::ffff:192.197.252.149,0> stalling for more than 1 min...(drops=14 err=0)""",0,0.8115,ignore-emb-match,IGN-37748526,,,
198acaee,localhost,dbus-daemon,"""Jul 28 00:44:02 localhost dbus-daemon[71758]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.""
""Jul 28 00:44:02 localhost dbus-daemon[71758]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.""
""Jul 28 00:44:03 localhost dbus-daemon[71758]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.""
""Jul 28 00:44:03 localhost dbus-daemon[71758]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.""
""Jul 28 00:44:03 localhost dbus-daemon[71758]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.""
""Jul 28 00:44:03 localhost dbus-daemon[71758]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.nm-dispatcher.service': Unit dbus-org.freedesktop.nm-dispatcher.service not found.""",-1,0.4272,novel-or-ambiguous,,decided,0,Repeated activation failures for a non-existent service are common and can be ignored.
379c3445,scaqat02celadm02,systemd-modules-load,"""Jul 27 17:47:23 scaqat02celadm02 systemd-modules-load[2092]: Failed to find module 'rds_rdma'""",1,0.9367,known-emb-match,38403638,,,
f95f02f2,scaqat02celadm02,systemd,"""Jul 27 17:47:23 scaqat02celadm02 systemd[1]: rdma-load-modules@rdma.service: Failed with result 'exit-code'.""
""Jul 27 17:47:23 scaqat02celadm02 systemd[1]: Failed to start Load RDMA modules from /etc/rdma/modules/rdma.conf.""
""Jul 27 17:47:25 scaqat02celadm02 systemd[1]: sys-devices-pci0000:20-0000:20:01.1-0000:21:00.0-infiniband-mlx5_0.device: Failed to enqueue SYSTEMD_WANTS= job, ignoring: Unit initialize_vf.service not found.""",1,0.8376,known-emb-match,38403638,,,
39b3029d,scaqat02celadm02,kernel,"""Jul 27 17:47:38 scaqat02celadm02 kernel: mlx5_core 0000:21:00.0: mlx5_cmd_out_err:808:(pid 10420): INIT2RTR_QP(0x503) op_mod(0x0) failed, status bad parameter(0x3), syndrome (0x29e0df), err(-22)""
""Jul 27 17:47:38 scaqat02celadm02 kernel: RDS/IB: Failed to setup fastreg resources""",-1,0.361,novel-or-ambiguous,,novel,-1,"The error indicates a bad parameter in mlx5_cmd_out_err, which may require further investigation."
b7960652,scaqat02celadm02,systemd-modules-load,"""Jul 27 17:57:06 scaqat02celadm02 systemd-modules-load[2305]: Failed to find module 'rds_rdma'""",1,0.9314,known-emb-match,38403638,,,
7a102281,scaqat02celadm02,systemd,"""Jul 27 17:57:06 scaqat02celadm02 systemd[1]: rdma-load-modules@rdma.service: Failed with result 'exit-code'.""
""Jul 27 17:57:06 scaqat02celadm02 systemd[1]: Failed to start Load RDMA modules from /etc/rdma/modules/rdma.conf.""
""Jul 27 17:57:08 scaqat02celadm02 systemd[1]: sys-devices-pci0000:20-0000:20:01.1-0000:21:00.0-infiniband-mlx5_0.device: Failed to enqueue SYSTEMD_WANTS= job, ignoring: Unit initialize_vf.service not found.""",1,0.8376,known-emb-match,38403638,,,
804d37ed,scaqat02celadm02,kernel,"""Jul 27 17:57:22 scaqat02celadm02 kernel: mlx5_core 0000:21:00.0: mlx5_cmd_out_err:808:(pid 10720): INIT2RTR_QP(0x503) op_mod(0x0) failed, status bad parameter(0x3), syndrome (0x29e0df), err(-22)""
""Jul 27 17:57:22 scaqat02celadm02 kernel: RDS/IB: Failed to setup fastreg resources""",-1,0.3619,novel-or-ambiguous,,novel,-1,"The error indicates a bad parameter in mlx5_cmd_out_err, which may require further investigation."
8d9c2655,scaqat02celadm02,kernel,"""Jul 27 20:54:32 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.83,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:32 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.84,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:33 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.51,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:34 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.84,3> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:54:34 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.84,4> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:54:34 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.83,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 27 20:54:34 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.84,0> stalling for more than 1 min...(drops=15 err=0)""",0,0.8061,ignore-emb-match,IGN-37748526,,,
db70f387,scaqat02celadm02,kernel,"""Jul 27 20:54:37 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.50,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:37 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.50,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:37 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.51,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:37 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.82,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:37 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.81,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:37 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.81,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:37 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.82,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:38 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.82,6> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:54:38 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.82,1> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:54:39 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.49,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:39 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.49,0> stalling for more than 1 min...(drops=10 err=0)""",0,0.8036,ignore-emb-match,IGN-37748526,,,
7cc93d36,scaqat02celadm02,kernel,"""Jul 27 20:54:42 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.48,0> stalling for more than 1 min...(drops=10 err=0)""
""Jul 27 20:54:42 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.48,0> stalling for more than 1 min...(drops=10 err=0)""",0,0.8501,ignore-emb-match,IGN-37748526,,,
4697f1a9,scaqat02celadm02,kernel,"""Jul 27 20:54:46 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.117,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:46 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.116,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:46 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.116,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:48 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.147,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:48 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.117,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:48 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.117,4> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:54:49 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.147,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:49 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.148,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:49 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.148,2> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:50 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.115,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:50 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.114,2> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:54:50 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.115,0> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:54:52 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.114,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:54:52 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.114,0> stalling for more than 1 min...(drops=14 err=0)""",0,0.8066,ignore-emb-match,IGN-37748526,,,
d19222cd,scaqat02celadm02,kernel,"""Jul 27 20:55:05 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.150,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:55:05 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.149,0> stalling for more than 1 min...(drops=14 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.150,1> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.150,6> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.150,5> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.150,4> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.149,3> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.149,1> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.149,6> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.149,4> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.149,2> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.149,5> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.150,3> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:06 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.54,::ffff:192.197.252.150,2> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:07 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.150,2> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:07 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.150,6> stalling for more than 1 min...(drops=13 err=0)""
""Jul 27 20:55:08 scaqat02celadm02 kernel: RDS/IB: re-connect <::ffff:192.197.252.55,::ffff:192.197.252.149,0> stalling for more than 1 min...(drops=15 err=0)""
""Jul 28 01:14:30 localhost kernel: tsc: Marking TSC unstable due to TSCs unsynchronized""",0,0.806,ignore-emb-match,IGN-37748526,,,
479108de,localhost,systemd-vconsole-setup,"""Jul 28 01:14:30 localhost systemd-vconsole-setup[192]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument""
""Jul 28 01:14:32 localhost systemd-vconsole-setup[823]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument""
""Jul 28 01:14:32 localhost systemd-vconsole-setup[851]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument""",-1,0.5069,novel-or-ambiguous,,skipped,,skipped_by_threshold
