incident_id,host,component,log_window,label,confidence,reason,evidence,llm_status,llm_label,llm_reason
70cb911f,scaqae12adm03,kernel,"""Jul 29 12:16:59 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:16:59 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:16:59 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""",1,0.8247,known-emb-match,37723670,,,
6cbccad3,scaqae12adm03,kernel,"""Jul 29 12:17:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:04 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:04 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""",1,0.8247,known-emb-match,37723670,,,
c9b44926,scaqae12adm03,kernel,"""Jul 29 12:17:05 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:05 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:05 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:05 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:05 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:05 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:05 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",1,0.8362,known-emb-match,37723670,,,
9f0c8c4f,scaqae12adm03,kernel,"""Jul 29 12:17:08 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:08 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:08 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:10 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:10 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:10 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:10 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:10 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:10 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:10 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",1,0.8361,known-emb-match,37723670,,,
78b8beed,scaqae12adm03,kernel,"""Jul 29 12:17:13 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:13 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:13 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:14 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:14 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:14 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:14 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:15 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:15 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:16 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:17 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:18 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:18 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:19 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:19 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:19 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:19 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:20 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:20 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:21 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:22 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:22 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:22 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:24 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:24 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:24 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:24 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:26 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:26 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:26 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:27 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:27 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 12:17:28 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:28 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:28 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:28 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",1,0.8361,known-emb-match,37723670,,,
116175b9,scaqae12adm03,kernel,"""Jul 29 12:17:31 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:31 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:31 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",1,0.8362,known-emb-match,37723670,,,
177b055f,scaqae12adm03,kernel,"""Jul 29 12:17:36 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:36 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:36 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",1,0.8362,known-emb-match,37723670,,,
78549b54,scaqae12adm03,kernel,"""Jul 29 12:17:41 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:41 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:41 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",1,0.8362,known-emb-match,37723670,,,
9f5ac191,scaqae12adm03,kernel,"""Jul 29 12:17:46 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:46 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:46 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",1,0.826,known-emb-match,37723670,,,
a12c4cdb,scaqae12adm03,kernel,"""Jul 29 12:27:15 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""
""Jul 29 12:27:15 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""",1,0.82,known-emb-match,37723670,,,
9fa28444,scaqae12adm03,kernel,"""Jul 29 12:27:44 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""
""Jul 29 12:27:44 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""",1,0.8195,known-emb-match,37723670,,,
8181361e,scaqae12adm03,kernel,"""Jul 29 12:49:01 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""
""Jul 29 12:49:01 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""",1,0.82,known-emb-match,37723670,,,
88b41d6c,scaqae12adm03,kernel,"""Jul 29 12:49:09 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""
""Jul 29 12:49:09 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""",1,0.8195,known-emb-match,37723670,,,
7a893c9e,scaqae12adm03,kernel,"""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""",1,0.841,known-emb-match,37723670,,,
0347d65e,scaqae12adm03,kernel,"""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""",1,0.8363,known-emb-match,37723670,,,
